component_01,component_02,component_03,component_04,roiName
0.034353736728602,0.0335484851373376,0.0348941956635866,0.0316061112729002,Parcel_287
0.0312207948939291,0.0301911347636829,0.0337758416533482,0.0309534223332958,Parcel_288
0.0432355133618103,0.0418176694310096,0.0424352556844384,0.0396686818751637,Parcel_289
0.0501002830455289,0.0504616478944085,0.0500402906359037,0.0499452159341934,Parcel_290
0.0384216118350254,0.0380182406175992,0.0351269400390119,0.035910730906311,Parcel_291
0.0593167794114353,0.0589045439191627,0.0543593107935711,0.0556544671799241,Parcel_292
0.0355906603524595,0.0354842577009883,0.0344574748402418,0.0352880972040893,Parcel_293
0.0399764323833423,0.0403603542057926,0.0391678967184967,0.0395587647935389,Parcel_294
0.0398708632629078,0.0400204745178899,0.040028256280566,0.0406619958315444,Parcel_295
0.042961995815137,0.0426500291876774,0.0442359999747471,0.0437356689219342,Parcel_296
0.0392314608918535,0.0400172813870195,0.0432499690556697,0.0422700241621369,Parcel_297
0.0398656575435907,0.0400405450262973,0.0455180280632358,0.0426008585552,Parcel_298
